gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RevenueScore,AvgMonthlySpend,TenureGroup,Cluster,CustomerSegment,ChurnProbability,RiskLevel,Recommendation
Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,3940.95,89.86590909090908,Established,1,Premium Customers,0.3375586325002013,Low,VIP rewards and premium engagement
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,2830.5,75.47763157894737,Established,3,At-Risk High-Value Customers,0.47009673713762457,Low,Monitor usage patterns
Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,3494.4,52.66923076923077,Loyal,0,Loyal Customers,0.042570906791297956,Low,Upsell premium services
Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,269.54999999999995,62.1,New,3,At-Risk High-Value Customers,0.5744141133062649,Medium,Targeted engagement campaign
Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,1117.8,30.44189189189189,Established,0,Loyal Customers,0.024845373404936723,Low,Upsell premium services
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,1002.5,96.78636363636365,New,3,At-Risk High-Value Customers,0.6472879160773051,Medium,Targeted engagement campaign
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,846.65,19.88452380952381,Established,0,Loyal Customers,0.008909929701927685,Low,Upsell premium services
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,2300.4,76.84285714285714,Established,3,At-Risk High-Value Customers,0.2994361899177925,Low,Monitor usage patterns
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,5588.8,96.76228070175438,Loyal,1,Premium Customers,0.2535791529532006,Low,VIP rewards and premium engagement
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,124.2,16.107142857142858,New,2,Growing Customers,0.15008911976788114,Low,Monitor onboarding progress
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,223.2,57.3875,New,3,At-Risk High-Value Customers,0.7727538176135649,High,Immediate retention campaign and discount
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,354.90000000000003,43.79375,New,2,Growing Customers,0.1657897618074802,Low,Monitor onboarding progress
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,83.4,12.58,New,2,Growing Customers,0.15096368410548405,Low,Monitor onboarding progress
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,2935.35,89.0485294117647,Established,3,At-Risk High-Value Customers,0.07799948182485766,Low,Monitor usage patterns
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,2107.35,76.26785714285714,Established,3,At-Risk High-Value Customers,0.5567838218081684,Medium,Targeted engagement campaign
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,1695.6,23.61575342465753,Loyal,0,Loyal Customers,0.009482339366740063,Low,Upsell premium services
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,19.75,9.875,New,2,Growing Customers,0.20419622238480498,Low,Monitor onboarding progress
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,4007.95,55.35208333333333,Loyal,0,Loyal Customers,0.09281884894331735,Low,Upsell premium services
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,1117.35,86.83214285714287,Growing,3,At-Risk High-Value Customers,0.6204723002381638,Medium,Targeted engagement campaign
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,1465.0,57.79423076923077,Established,3,At-Risk High-Value Customers,0.2590401535572533,Low,Monitor usage patterns
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,3386.85,47.942647058823525,Loyal,0,Loyal Customers,0.008299643691311974,Low,Upsell premium services
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,35.45,17.725,New,2,Growing Customers,0.7369483667387308,Medium,Personalized onboarding and engagement
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,88.7,27.08333333333333,New,2,Growing Customers,0.4364880915788353,Low,Monitor onboarding progress
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,1105.1,27.00454545454545,Established,0,Loyal Customers,0.01625294870952985,Low,Upsell premium services
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,1725.0,74.10416666666667,Growing,3,At-Risk High-Value Customers,0.25223859317014524,Low,Monitor usage patterns
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,1292.8,19.657692307692308,Loyal,0,Loyal Customers,0.004589773419684032,Low,Upsell premium services
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,1117.2,20.181896551724137,Loyal,0,Loyal Customers,0.00826936910039004,Low,Upsell premium services
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,70.45,35.225,New,3,At-Risk High-Value Customers,0.7801907132683902,High,Immediate retention campaign and discount
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,6339.599999999999,88.02260273972603,Loyal,1,Premium Customers,0.020283747493515882,Low,VIP rewards and premium engagement
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,569.2,62.62777777777777,New,3,At-Risk High-Value Customers,0.3009885921765014,Low,Monitor usage patterns
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,6164.05,96.31048387096774,Loyal,1,Premium Customers,0.12231233164892992,Low,VIP rewards and premium engagement
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,5395.2,81.37,Loyal,1,Premium Customers,0.09242337387396082,Low,VIP rewards and premium engagement
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,1700.45,24.391666666666666,Loyal,0,Loyal Customers,0.0077935087681891245,Low,Upsell premium services
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,6438.25,97.22272727272728,Loyal,1,Premium Customers,0.03717005288969288,Low,VIP rewards and premium engagement
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,58.8,15.3375,New,2,Growing Customers,0.08908306798871211,Low,Monitor onboarding progress
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,45.65,22.825,New,2,Growing Customers,0.5676702764410785,Medium,Personalized onboarding and engagement
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,1935.0,62.25645161290323,Established,3,At-Risk High-Value Customers,0.05575472741208711,Low,Monitor usage patterns
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,1042.5,66.9625,Growing,3,At-Risk High-Value Customers,0.17402267576183178,Low,Monitor usage patterns
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,548.4,62.70555555555556,New,3,At-Risk High-Value Customers,0.41376374840522717,Low,Monitor usage patterns
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,665.0,81.9375,New,3,At-Risk High-Value Customers,0.6922458187372253,Medium,Targeted engagement campaign
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,7570.5,111.69788732394366,Loyal,1,Premium Customers,0.13106303623838458,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,5338.2,82.78174603174604,Loyal,1,Premium Customers,0.014737582267296209,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,118.2,16.214285714285715,New,2,Growing Customers,0.13087146380691675,Low,Monitor onboarding progress
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,1132.6,76.85333333333332,Growing,3,At-Risk High-Value Customers,0.4259160692008154,Low,Monitor usage patterns
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,1851.3,79.21521739130435,Growing,3,At-Risk High-Value Customers,0.5197779938793972,Medium,Targeted engagement campaign
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,443.3,18.256521739130434,Growing,2,Growing Customers,0.031573967716411175,Low,Monitor onboarding progress
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,1028.0,60.23529411764706,Growing,3,At-Risk High-Value Customers,0.03303646880608972,Low,Monitor usage patterns
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,257.0,22.87272727272727,New,2,Growing Customers,0.04219087155910298,Low,Monitor onboarding progress
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,728.0,54.61071428571428,Growing,2,Growing Customers,0.15910885746920186,Low,Monitor onboarding progress
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,1648.0,75.82619047619048,Growing,3,At-Risk High-Value Customers,0.3667849492626748,Low,Monitor usage patterns
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,139.4,45.06666666666666,New,3,At-Risk High-Value Customers,0.7444436298785708,Medium,Targeted engagement campaign
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,3916.7,73.30092592592592,Loyal,1,Premium Customers,0.03479867120132343,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,226.6,19.491666666666667,New,2,Growing Customers,0.052285762342545845,Low,Monitor onboarding progress
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,1373.1,19.477857142857143,Loyal,0,Loyal Customers,0.004867667553367179,Low,Upsell premium services
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,283.6,54.6,New,3,At-Risk High-Value Customers,0.597416384306111,Medium,Targeted engagement campaign
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,6411.599999999999,85.67739726027396,Loyal,1,Premium Customers,0.022266514456511108,Low,VIP rewards and premium engagement
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,2627.4,44.93559322033898,Loyal,0,Loyal Customers,0.2657871088450947,Low,Upsell premium services
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,326.4,18.905882352941177,Growing,2,Growing Customers,0.10026185232521569,Low,Monitor onboarding progress
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,3622.75,80.4375,Established,1,Premium Customers,0.08030221665042143,Low,VIP rewards and premium engagement
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,208.8,80.93333333333334,New,3,At-Risk High-Value Customers,0.8383032378645702,High,Immediate retention campaign and discount
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,1147.3,78.78333333333333,Growing,3,At-Risk High-Value Customers,0.045963822807487835,Low,Monitor usage patterns
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,5027.049999999999,92.59629629629627,Loyal,1,Premium Customers,0.23481938867162677,Low,VIP rewards and premium engagement
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,657.6,19.83484848484848,Established,2,Growing Customers,0.026127122500629034,Low,Monitor onboarding progress
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,839.8,22.29142857142857,Established,2,Growing Customers,0.10785786391814083,Low,Monitor onboarding progress
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,1116.75,71.60625,Growing,3,At-Risk High-Value Customers,0.5337527140700397,Medium,Targeted engagement campaign
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,535.15,62.95,New,3,At-Risk High-Value Customers,0.40189810988743657,Low,Monitor usage patterns
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,1580.25,97.453125,Growing,3,At-Risk High-Value Customers,0.5685194242140491,Medium,Targeted engagement campaign
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,1253.55,20.193548387096776,Loyal,0,Loyal Customers,0.019314321630659773,Low,Upsell premium services
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,29.95,14.975,New,2,Growing Customers,0.45113504915434033,Low,Monitor onboarding progress
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,45.3,22.65,New,2,Growing Customers,0.39465251587277006,Low,Monitor onboarding progress
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,676.0,73.62777777777778,New,3,At-Risk High-Value Customers,0.6088264168236924,Medium,Targeted engagement campaign
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,2466.75,72.15588235294118,Established,3,At-Risk High-Value Customers,0.05791567111422499,Low,Monitor usage patterns
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,1030.25,79.40357142857144,Growing,3,At-Risk High-Value Customers,0.44062993775475706,Low,Monitor usage patterns
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,24.8,12.4,New,2,Growing Customers,0.6633281337726932,Medium,Personalized onboarding and engagement
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,1036.0,48.75476190476191,Growing,2,Growing Customers,0.17202481048396914,Low,Monitor onboarding progress
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,91.2,20.5375,New,2,Growing Customers,0.4460179781917525,Low,Monitor onboarding progress
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,255.45,17.485714285714288,Growing,2,Growing Customers,0.06687691555132318,Low,Monitor onboarding progress
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,2264.0,58.02682926829268,Established,0,Loyal Customers,0.10066357800048291,Low,Upsell premium services
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,3091.7000000000003,72.12159090909091,Established,0,Loyal Customers,0.045975674244003346,Low,Upsell premium services
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,546.0,75.85714285714286,New,3,At-Risk High-Value Customers,0.6928074186865514,Medium,Targeted engagement campaign
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,1362.75,19.64857142857143,Loyal,0,Loyal Customers,0.0037443297278296974,Low,Upsell premium services
